data_name,data_name_kr,acronym,dtype,category,org,access,spatial,temporal,temporal_res,volume,instruments,params,fmt,usage,availability,notes,freq,reuse,priority,report_list
Regional Input-Output Table,지역산업연관표,IO Table,administrative,economics,Bank of Korea,public_portal,National (17 cities/provinces),2015 (base year for analysis),Not in source,Not in source,Flex-IO model,"Production inducement, Value-added inducement, Employment inducement",Not in source,Used for elastic input-output analysis to estimate regional economic ripple effects from 2030 to 2050.,open,Secondary data used for macro-economic impact assessment.,1,Low,Optional,상수도 디지털 전환의 경제적 가치 산정 연구_2026.02.10_상수도 디지털 전환의 경제적 가치 산정 연구.pdf.pdf
Algal Bloom Alert System Data,조류경보제 데이터,N/A,field_measurement,ecology,Ministry of Environment (National Institute of Environmental Research),public_portal,"29 sites national (including Daecheong Dam, Juam Dam, etc.)",2005–2023 (for study analysis),Weekly (at least once per week),29 sites (including Daecheong Dam Chudong site),Not in source,"Cyanobacteria cell count, Chlorophyll-a",Not in source,Used as the target variable (dependent variable) for the AI prediction model training and validation.,open,Cyanobacteria count criteria used for issuing interest/alert/outbreak warnings.,1,Low,Optional,수리특성을 고려한 자료기반 인공지능 녹조수질 예측모형 개발_2026.02.10_수리특성을 고려한 인공지능 녹조수질 예측 모형 개발(alio).pdf.pdf
National Water Quality Monitoring Network Data,국가수질측정망 자료,N/A,water_quality,water_quality,Ministry of Environment,public_portal,"National watersheds (Daecheong Dam 1 site, etc.)",2005–2023 (for study analysis),Weekly or monthly (study used weekly resampling),84 monitoring points (for study context),Not in source,"Temperature, pH, DO, BOD, COD, Chl-a, TN, TP, TOC, DTN, DTP, NH3-N, NO3-N, PO4-P, SS, EC",Not in source,Input variables for the AI model to capture nutrient and chemical characteristics.,open,Provides chemical/biological background for algal bloom mechanism.,1,Low,Optional,수리특성을 고려한 자료기반 인공지능 녹조수질 예측모형 개발_2026.02.10_수리특성을 고려한 인공지능 녹조수질 예측 모형 개발(alio).pdf.pdf
water-NET,워터넷,water-NET,DB_system,hydrological,K-water,internal_DB,local municipalities managed by K-water,Not in source,hourly,Not in source,Not in source,"DMA inflow (m3/hr), leakage management metrics",digital,Used to extract DMA inflow data and basic information for comparison with smart meter data.,internal_only,K-water's internal water distribution network management system.,1,Low,Optional,시범도입 단계의 분산된 스마트미터 데이터 분석을 통한 수량관리 고도화 연구_2025.02.10_시범도입 단계의 분산된 스마트미터 데이터 분석을 통한 수량관리 고도화 연구.pdf.pdf
Comprehensive Survey on Groundwater Usage (2006-2012),지하수 이용량 전수조사 자료(2006~2012),N/A,survey,hydrological usage,Ministry of Environment / K-water,public_portal,National,2006–2012,Event-based / One-time,"8,312 samples",Field investigation forms,"Usage by purpose (domestic, agricultural, industrial), well depth, pump capacity",Not in source,Used for comparative analysis with current monitoring data to evaluate patterns and trends.,open,Historical benchmark data used to validate the 2016 estimation manual.,1,Low,Optional,__지하수 이용량 산정 영향인자 도출 및 분석 연구.pdf.pdf
Jeju Groundwater Usage Data,제주도 지하수 이용량 자료,N/A,field_measurement,water usage fees,Jeju Special Self-Governing Province,literature_cited,Jeju Island,Continuous,Monthly (meter reading),Not in source,Water meters (계량기),"Monthly extraction volume, usage fee billing data",Not in source,Compared as a case study for direct measurement vs. regression-based estimation methods.,restricted,Unique case in Korea where meter-based billing is strictly enforced.,1,Low,Optional,__지하수 이용량 산정 영향인자 도출 및 분석 연구.pdf.pdf
Aluminium Monitoring in Water Intake System (Han River Basin),한강 수계 취수원 내 알루미늄 조사 데이터,N/A,field_measurement,water_quality,K-water (수질안전처),field_collection,"한강 수계 (팔당, 횡성, 광동, 충주, 단양, 문산 취수장 등 6~11개 지점)","01 – 2020. 12 (1, 2차년도)",monthly,"6~11개 지점, 월 1회 채수","ICP-MS (Perkin Elmer ELAN DRC-e), 0.45μm Syringe Filter","pH, 수온, 탁도, DOC, 알루미늄 (입자성, 용해성)",Not in source,상수원으로부터 정수장으로 유입되는 원수의 알루미늄 농도 추이 및 발생 특성 파악,internal_only,2차년도에는 6개 주요 취수 지점 집중 모니터링 수행,1,Low,Optional,상수원 알루미늄 증가원인 규명 및 효과적 관리방안 연구_2021.02.05_상수원 알루미늄.pdf.pdf
Suji Water Treatment Plant Process Water Quality Data,수지정수장 공정별 처리수 수질 데이터,N/A,field_measurement,water_quality,"K-water (수질안전처, 한강수도지원센터)",field_collection,수지정수장 (고도처리 및 일반처리 공정),04 – 2020. 11,monthly,"총 128개 시료 (원수, 침전수, 여과수, 정수)","ICP-MS, pH Electrometer (Thermo Scientific), 탁도계 (HACH TL2300), TOC/TN Analyzer (SKALAR Formacs Series)","수온, 탁도, pH, 알루미늄 (용존, 입자), DOC",Not in source,차염 설비 및 CO2 주입 여부에 따른 수질 변화 및 알루미늄 잔류 특성 사례 연구,internal_only,고도처리(전오존+F/A)와 일반처리(모래여과) 공정 비교 분석,1,Low,Optional,상수원 알루미늄 증가원인 규명 및 효과적 관리방안 연구_2021.02.05_상수원 알루미늄.pdf.pdf
4-Major Rivers Metals Survey Advisory Data (2018-2019),4대강 금속류 조사 데이터 (자문 자료),N/A,literature,water_quality,상지대학교 (전문가 자문),literature_cited,"국내 4대 수계 (한강 29, 낙동강 32, 금강 21, 영산강 33개소)",03 – 2019. 12,event-based (6회 조사),총 115개 중권역 대표 지점 데이터,ANOVA (분산분석) 통계 도구,"전체 알루미늄, 용존성 알루미늄, 입자성 알루미늄 농도",DB,"한강 수계와 타 수계(금강, 낙동강, 영산강)의 알루미늄 농도 및 계절별 특성 통계적 비교 검증",restricted,객관적 비교를 위해 외부 전문가(상지대) 자문을 통해 확보한 데이터베이스,1,Low,Optional,상수원 알루미늄 증가원인 규명 및 효과적 관리방안 연구_2021.02.05_상수원 알루미늄.pdf.pdf
Korea Water Mineral Map (2017),국내 지표수 및 지하수 알루미늄 분포도 (2017),N/A,geospatial,sediment,K-water (사내 물환경 기존 자료),internal_DB,"전국 (지표수 95개소, 지하수 350개소)",2014 – 2016,one-time (map generation),"지표수 n=95, 지하수 n=350",Not in source,"알루미늄 농도, 기반암 종류 (화성암, 변성암, 석회암 등)",Map / GIS data,한강 수계의 지질학적 특성(기반암)과 타 수계의 지표수/지하수 알루미늄 농도 분포 비교,internal_only,기존 사내 관측망 데이터를 활용한 지질학적 배경 농도 분석,1,Low,Optional,상수원 알루미늄 증가원인 규명 및 효과적 관리방안 연구_2021.02.05_상수원 알루미늄.pdf.pdf
Riverside Buffer Zone Field Monitoring Data,수변완충지대 설정을 위한 수질 및 토양조사 데이터,N/A,field_measurement,water_quality,K-water,field_collection,Nakdong River mainstream (4 sites) and tributaries (5 sites),February–May 2022,"3 times (Water), 2 times (Soil)","9 target areas, multiple samples",Not in source,"pH, Temp, DO, EC, Turbidity, Chl-a, TSS, BOD, COD, TN, TP (Water); COD, LOI, Water content, Metals (Soil)",Not in source,Primary data used to select optimal locations for customized riparian buffer models and analyze non-point pollution loads.,internal_only,Conducted to analyze the contribution of floodplains to river water quality.,1,Low,Optional,낙동강수계 수질개선을 위한 하천구역 홍수터 수변완충기능 증진방안 연구_2023.02.13_낙동강수계 수질개선을 위한 하천구역 홍수터 수변완충기능 증진방안 연구.pdf.pdf
Environmental Geographic Information System (EGIS),환경지리정보서비스 (토지피복도),EGIS,geospatial,GIS,환경부,public_portal,주암댐 및 합천댐 유역,Not in source,one-time,Not in source,Not in source,"토지 이용 현황 (시가화, 농업, 산림, 습지 등)",GIS shapefile,HSPF 모형의 유역 파라미터 설정을 위한 토지이용 정보 추출,open,23개 분류 항목을 7개 항목으로 재분류하여 모형에 적용,1,Low,Optional,물공급 예비율 활용을 위한 수질영향 분석 연구_2020.02.27_물공급예비율활용.pdf.pdf
Field Monitoring Data,현장 모니터링 자료,N/A,field_measurement,water_quality,한국환경정책·평가연구원(KEI),field_collection,"영천(7지점), 대곡·사연(7지점) 하천 및 호소",2020.07–2021.05,"event-based (강우 5회, 비강우 7회)",하천 및 호소 수질 분석,Not in source,"유량, 수온, BOD, T-N, T-P, TOC, SS 등",Paper/Digital form,댐 유역 오염 원인 분석 및 수질 모델의 추가 검증 자료로 활용,internal_only,과업 수행 중 직접 측정된 데이터,1,Low,Optional,댐 유역(영천·대곡·사연댐) 물환경관리 종합대책 수립 연구_2022.02.14_댐유역 물환경관리.pdf.pdf
AMI Data,AMI 데이터,AMI,DB_system,hydrological,K-water,internal_DB,수도권 및 광역 도수관로,Not in source,1~5분 주기,지능형 검침 인프라,Smart Meter,수요량 (Demand),Not in source,실시간 수리해석 시스템 구축 시 물리 모델과의 동기화 및 수요 경계조건 반영,internal_only,스마트 물관리(SWM) 사업의 일환으로 수집되는 데이터,1,Low,Optional,광역상수도 프로세스 디지털 트윈 시스템 개발(Ⅰ) 취수-정수(alio).pdf
Endangered Fish Habitat and Distribution Literature Survey,멸종위기어류 복원대상지 출현 및 분포현황 문헌조사,N/A,literature,ecology,"환경부, 국토해양부, 국립환경과학원, K-water 등",literature_cited,"금강 수계 (미호강, 지천 포함)",1986–2021,event-based,Multiple reports and academic papers,Not in source,"종 출현 여부, 개체수, GPS 좌표",PDF/Paper,복원대상지 선정 및 과거 서식 현황 비교 분석을 위한 기초 자료로 활용,open,4대강 수계 멸종위기어종 증식 및 복원 보고서 등 포함,1,Low,Optional,__금강수계 생명잇기를 위한 멸종위기어류 복원 용역(3차년도).pdf.pdf
Field Survey on Physical Habitat Environment,물리적 서식환경 현장조사,N/A,field_measurement,hydrological,K-water (한국수자원공사),field_collection,"금강 본류, 미호강, 지천 복원지",2024년 4월 – 8월,event-based (2회),Not in source,"줄자, 디지털 유속계","하폭, 유폭, 수심, 유속, 하상구조(실트, 모래, 자갈, 돌 등)",Paper form/Digital,멸종위기어류 복원대상지의 물리적 적합성 평가,internal_only,Cummins(1962) 분류법 적용,1,Low,Optional,__금강수계 생명잇기를 위한 멸종위기어류 복원 용역(3차년도).pdf.pdf
Water Level and Gate Operation Data,수위 및 수문 운영 데이터,N/A,hydrological,water level,K-water (한국수자원공사),internal_DB,낙동강 하굿둑,2023,Not in source,수문 운영 이력 데이터,Not in source,"해수유입 수문운영 현황 (개방 시간, 유입량 등)",Not in source,"수문 운영 조건과 수환경 변화(염분, 수질) 간의 상관관계 분석을 위한 기초 자료",internal_only,K-water 내부 제공 자료로 명시됨 (Step 2),1,Low,Optional,낙동강하구 기수생태계 복원 수환경 모니터링_2025.02.10_낙동강하구 기수생태계 복원 수환경 모니터링.pdf.pdf
2025 Basic Plan for Waterworks Maintenance (Regional and Industrial Water) Change Report,2025 수도정비기본계획(광역상수도 및 공업용수도) 변경보고서,N/A,literature,hydrological,"Ministry of Land, Infrastructure and Transport (국토교통부)",literature_cited,National (South Korea),2016 (Projected to 2025),long-term plan,Not in source,Not in source,"Water shortage projections, water supply capacity of dams, duplicate investment analysis, emergency connection rates",PDF/Paper report,Used for analyzing future water supply stability and shortage in 2025.,open,Analysis conducted before the 2018 water management integration.,1,Low,Optional,미래 물관리 여건을 고려한 광역·지방상수도 최적 운영·관리방안 연구_2021.02.10_미래물관리 최적운영.pdf.pdf
Maeki-gael Scirpus planiculmis Community Area Change Data,새섬매자기 군락 면적 변화 자료,N/A,remote_sensing,vegetation,Not in source,other,"을숙도 남단, 명지갯벌, Maenggeummeori 등",2014 ~ 2024,annual,최근 10년간 시계열 자료,"QGIS 3.20.3, GPS, Drone","군락 분포 면적 (ha), 식생 지상부 길이, 괴경 밀도, 건중량",GIS shapefile (inferred),철새 먹이원인 새섬매자기 군락의 장기적 분포 변화 분석 및 복원 성과 평가,unclear,항공사진과 현장 GPS 조사를 병행하여 면적 산출,1,Low,Optional,낙동강하구 기수환경 평가를 위한 수환경 조사 연구_2025.02.10_낙동강하구 기수환경 평가를 위한 수환경 조사 연구.pdf.pdf
Public Institution Climate Change Response Status Data,공기업 및 공공기관 기후변화 대응 현황 자료,N/A,administrative,management_strategy,K-water (한국수자원공사) 분석팀,other,national,2021.09 기준,one-time,128개 기관,Not in source,"경영전략 및 과제 유무, 사업 개수, 프로그램 개수, 담당 조직 유무",Not in source,국내 공공기관들의 기후변화 대응 준비 수준을 비교 분석하기 위한 기초 통계로 활용됨,internal_only,부록 참고 자료로 취합된 전수 조사성 데이터,1,Low,Optional,K-water 기후위기관리평가체계 구축방안 연구_2023.02.13_K-water 기후위기관리평가체계 구축방안 연구.pdf.pdf
Bridge Railing Interference Experiment Data,교량 난간 영향 실험 결과 (갑천 용신교),N/A,field_measurement,other,K-water,field_collection,"Gapcheon River, Yongsin Bridge",2011,one-time experiment,Not in source,SVR 100 and AMWSCM,"Distance from railing, average velocity",Not in source,Used to determine the optimal installation distance (40cm+) to avoid electromagnetic interference from metal structures.,internal_only,Referenced from K-water internal reports (2011/2012).,1,Low,Optional,비접촉식 하천자동유량측정장치에 대한 유량측정불확도 산정_2025.02.10_비접촉식 하천자동유량측정장치에 대한 유량측정불확도 산정.pdf.pdf
New Radar Performance Test Results,신규 유속센서 기기 특성 시험 결과 (하백소프트),N/A,lab_analysis,hydrological,Electronics and Telecommunications Research Institute (ETRI) / Habaek Soft,other,Laboratory / ETRI testing facility,2024,Static spec results,Not in source,24GHz Doppler Radar,"Frequency (24.1025GHz), beam width (5.31V/2.99H), measurement range (>50m)",Not in source,Provided the baseline technical parameters for calculating system-inherent uncertainty of the new sensors.,internal_only,Developed under a joint investment project with K-water and Habaek Soft.,1,Low,Optional,비접촉식 하천자동유량측정장치에 대한 유량측정불확도 산정_2025.02.10_비접촉식 하천자동유량측정장치에 대한 유량측정불확도 산정.pdf.pdf
Seongseo Public Wastewater Treatment Plant Effluent Water Quality Data,성서 공공폐수처리장 방류수 수질 데이터,N/A,lab_analysis,water quality,Seongseo Public Wastewater Treatment Plant,field_collection,"Seongseo Industrial Complex, Daegu",2020 (during research period),event-based,Not in source,"Jar-tester (Phipps and Bird, PB-900), Digital Titrator (HACH)","Total hardness, calcium hardness, pH, temperature, conductivity, turbidity, COD, DOC",Not in source,Used for lime-soda softening experiments and evaluation of design/operation costs for evaporation/crystallization.,internal_only,"Analyzed characteristics of process water (effluent, RO concentrate, FMX concentrate).",1,Low,Optional,용수 수요 특성을 고려한 하·폐수 재이용 최적화 기술 개발_2021.02.08_용수 수요 특성을 고려한 하폐수.pdf.pdf
IHP-WINS (Water Information Network System),유네스코 수자원 정보 네트워크 시스템,IHP-WINS,DB_system,hydrological,UNESCO-IHP,public_portal,global,2017–present,Not in source,Open-access data platform,Open-access database,Water related data and information,Not in source,Basis for developing the knowledge-sharing platform for certified cities.,open,Global open-access platform launched in 2017.,1,Low,Optional,UNESCO 도시 물관리 우수인증제도 시범사업 추진 및 발전방안 연구_2023.02.13_UNESCO 도시 물관리 우수인증제도 시범사업 추진 및 발전방안 연구.pdf.pdf
Seosan Water Distribution System Technical Diagnosis Report (2017),서산시 상수도관망 기술진단 보고서 (2017),N/A,literature,GIS,K-water (한국수자원공사),literature_cited,서산시,2017,one-time,"서산시 12개 배수지 계통, 관로 총길이 1,528.8 km",Not in source,"관경, 관로 길이, 절점 표고, 용수수요량",PDF/Paper,시범 대상 지역인 서산시의 상수관망 에너지 분석 및 마이크로 수력발전 적지 분석을 위한 기초 데이터로 활용,internal_only,1차년도 연구에서 사용된 기초 자료를 2차년도 수리해석 파일 구성에 재활용,1,Low,Optional,상수관망 에너지 최적 활용 및 분석 기술_2023.02.13_상수관망 에너지 최적 활용 및 분석 기술.pdf.pdf
Greenhouse Gas Emission Factors,온실가스 배출계수 및 탄소배출권 가격 데이터,KAU21,administrative,other,Korea Exchange (한국거래소) / 전력거래소,public_portal,national,2021,daily,Not in source,Not in source,"전력 탄소 배출계수, 탄소 배출권 거래가격",Digital,마이크로 수력발전에 따른 온실가스 감축의 사회적 편익을 화폐가치로 환산하는 데 사용,open,탄소배출권 가격은 2021.11.08~11.12 5거래일 평균치 적용,1,Low,Optional,상수관망 에너지 최적 활용 및 분석 기술_2023.02.13_상수관망 에너지 최적 활용 및 분석 기술.pdf.pdf
Yodo-cheon River System Fundamental Plan (2012),요도천 하천정비기본계획 (2012),N/A,literature,administrative,Chungcheongbuk-do,public_portal,"Yodo-cheon watershed (Chungju, Eumseong)",2012,Not in source,75 weirs listed,Not in source,"Watershed area, river length, average altitude, weir specifications",PDF/Paper,현장 실증실험 대상지 선정을 위한 기초 유역 특성 및 시설물 현황 조사 자료로 활용,open,충청북도에서 발행한 하천 기본 계획서,1,Low,Optional,다기능보 수중구조물 안전성 평가를 위한 모니터링 Tool 도입 및 현장실증실험_2024.02.13_다기능보 수중구조물 안전성 평가를 위한 모니터링 Tool 도입 및 현장실증실험.pdf.pdf
Structure Stress Analysis Data,구조응력해석 데이터,N/A,model_output,sediment,K-water,model_generated,"남강댐(Roller Gate), 강천보(Rising Sector Gate)",2021–2022,Not in source,Not in source,MIDAS (software),"정수압, 동수압, 파압, 빙압, 설계퇴사하중, 최대 응력, 고유진동수",Not in source,남강댐과 강천보 수문 부재별 구조 안정성 및 내하성능 평가를 위한 해석 모델 구축,internal_only,수위 조건 및 지진 하중 조합을 고려한 시뮬레이션 결과임,1,Low,Optional,수문설비 진단기술도입 연구_2023.02.13_수문설비 진단기술도입 연구.pdf.pdf
Electric Power Data Open Portal System,전력데이터 개방 포털시스템 자료,N/A,administrative,other,한국전력공사 (KEPCO),public_portal,national,2017–2021,monthly,Not in source,Not in source,계약종별 전력사용량,Not in source,지역성 영향 인자 분석 및 물이용량과의 상관성 검토,open,전력사용량과 정수공급량 추이 대조를 위해 활용,1,Low,Optional,국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술_2024.02.13_국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술.pdf.pdf
Employment Administration Statistics,고용행정통계,N/A,administrative,other,한국고용정보원,public_portal,national,2017–2021,monthly,Not in source,Not in source,"사업장수, 고용비율, 취업률 (고용보험자 비율)",Not in source,지역성 및 사회성 영향 인자 분석,open,산업체 수 및 규모 파악을 위해 활용,1,Low,Optional,국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술_2024.02.13_국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술.pdf.pdf
Industrial Land Information System,산업입지정보시스템,N/A,geospatial,GIS,한국산업단지공단,public_portal,national,2017–2021,monthly,Not in source,Not in source,산업단지 면적,Not in source,비주거 지역 물 수요 영향 인자 분석,open,산업단지 면적과 정수공급량 간의 추이 대조,1,Low,Optional,국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술_2024.02.13_국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술.pdf.pdf
Local Finance 365 Statistics,지방재정 365 자료,N/A,administrative,other,행정안전부,public_portal,national,2017–2021,yearly,Not in source,Not in source,"주민 1인당 자체수입액 (가계소득), 인건비",Not in source,사회성 영향 인자 분석,open,소득 변수와 정수공급량 추이 비교에 활용,1,Low,Optional,국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술_2024.02.13_국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술.pdf.pdf
Welfare Statistics Data,복지통계 자료,N/A,administrative,other,한국사회보장정보원,public_portal,national,2013–2021,monthly,Not in source,Not in source,장애인 포함 가구수 (취약계층 비율),Not in source,사회성 영향 인자 분석,open,취약계층 비율과 정수공급량 상관성 검토,1,Low,Optional,국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술_2024.02.13_국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술.pdf.pdf
Water Column Environmental Data,수층 환경 자료,N/A,meteorological,water_quality,K-water,field_collection,낙동강 하굿둑 내외측,"2023.03, 2023.06",총 2회 조사,Not in source,"YSI, 니스킨 보틀","수온, 염분, 용존산소(DO), pH, EC, 영양염, BOD, TOC",Not in source,수층 내 염분 성층 및 빈산소 환경 형성 확인,open,실시간 모니터링 및 거동 예측 모델링 자료 포함,1,Low,Optional,낙동강하구 복원을 위한 생지화학적 특성 규명 및 해석 연구_2024.02.13_낙동강하구 복원을 위한 생지화학적 특성 규명 및 해석 연구.pdf.pdf
Climate Change Knowledge Portal,기후변화 지식 포털,WB-Climate,DB_system,meteorological,World Bank (세계은행),public_portal,global,Not in source,Not in source,Not in source,Not in source,"기온, 강수량, 기후 모델링 데이터","CSV, HDF5, etc.",신규 프로젝트 추진 시 기후변화 임팩트를 고려하기 위한 도구로 언급됨,open,세계은행에서 제공하는 기후 리스크 평가용 포털,1,Low,Optional,동남아시아 지역 수상태양광 시장 진출 전략 연구_2024.02.13_동남아시아 지역 수상태양광 시장 진출 전략 연구.pdf.pdf
Water Quality and Flow Monitoring Data,유량 및 수질 모니터링 자료,N/A,field_measurement,"streamflow, water quality",K-water (한국수자원공사),field_collection,중초천 및 지류 소하천 14개 지점 (W-1 ~ W-14),2018–2020,event-based (dry/wet season),14 sites,Not in source,"유량, BOD, T-N, T-P 등",Not in source,"비강우시 및 강우시 수질/유량 특성 분석, 오염부하량 산정 및 모델 검보정",internal_only,연구를 위해 직접 수행한 모니터링 자료임,1,Low,Optional,대청댐 상류 오염원 저감 및 물환경 개선방안 연구_2021.02.05_대청댐 상류 오염원 저감.pdf.pdf
Continuous Cadastral Map,연속지적도,N/A,geospatial,"GIS, land use",국가정보공간포털,public_portal,보은군 일원,Not in source,one-time,Not in source,GIS Software,"지목별 면적 (전, 답, 임야, 대지 등)",GIS shapefile,유역 내 토지이용 현황 산정 및 모델 구축용 지형자료 생성,open,보은군 연속지적도를 활용하여 지목별 면적 산정,1,Low,Optional,대청댐 상류 오염원 저감 및 물환경 개선방안 연구_2021.02.05_대청댐 상류 오염원 저감.pdf.pdf
K-water Water Information System,K-water 물정보시스템,WINS,DB_system,"meteorological, hydrological",K-water,internal_DB,National,Not in source,Daily,Not in source,"ASOS, AWS","강수량, 기온, 이슬점온도, 풍속, 일조시간",Not in source,가뭄 모니터링 및 예측 모델(강우-유출 모형)의 입력 자료로 활용,internal_only,K-water 내부 가뭄정보분석 시스템(DROUGHT)과 연계됨,1,Low,Optional,물정보기반 물수급 체계 구축 및 수문전망 기술 (한강·영섬권역)_2021.02.10_물정보기반 물수급 체계.pdf.pdf
K-water Internal Management Data,한국수자원공사 내부자료,N/A,DB_system,operation performance,K-water,internal_DB,"Regional offices (Han River, Geum River, etc.)",Not in source,Not in source,"42 plants (EMS/PMS), 13 plants (EMS Nakdong River)","EMS, PMS, AI algorithms","Chemical usage, power consumption, cost reduction, water quality algae status",Not in source,Summarized as domestic digital transformation cases to show performance and cost savings.,internal_only,Used for Summary Table 2 and Table 2-14.,1,Low,Optional,상수도 디지털 전환의 경제적 가치 산정 연구_2026.02.10_상수도 디지털 전환의 경제적 가치 산정 연구.pdf.pdf
International Drinking Water Standards for Aluminium,해외 먹는물 알루미늄 수질 기준 동향 자료,"USEPA, WHO, EU",literature,other,"WHO, US-EPA, EU, Health Canada, California EPA 등",literature_cited,"Global (US, EU, Australia, Japan, Canada, NZ)",2005 – 2019,Not in source,주요 국가별 수질 가이드라인 수치,Not in source,"알루미늄 규제 기준 (mg/L), 설정 근거, 인체 영향 (TDI, NOAEL 등)",Document,사내 글로벌 수질기준(0.05 mg/L)의 적정성 검토 및 개선안 마련을 위한 벤치마킹,open,건강 영향보다는 심미적/수처리 적정성 관점의 기준임을 확인,1,Low,Optional,상수원 알루미늄 증가원인 규명 및 효과적 관리방안 연구_2021.02.05_상수원 알루미늄.pdf.pdf
Nationwide Pollution Source Survey,전국오염원조사,N/A,administrative,오염원 부하량,환경부,public_portal,영천·대곡·사연댐 유역,2017,연간 통계,"생활계, 축산계, 산업계, 토지계, 양식계, 매립계 등 6개 오염원",Not in source,"발생부하량, 배출부하량(BOD, T-N, T-P)",Not in source,댐 유역 오염원 현황 분석 및 소유역별 배출부하량 산정 기초자료로 활용,open,2017년도 환경부 전국오염원조사 배출부하량 산정결과 활용,1,Low,Optional,댐 유역(영천·대곡·사연댐) 물환경관리 종합대책 수립 연구_2021.02.05_댐 유역 물환경관리 종합대책.pdf.pdf
K-water Internal Water Quality Model,K-water 유역/저수지 수질모델,"HSPF, AEM3D",model_output,"hydrological, water_quality",한국수자원공사 (K-water),internal_DB,영천댐 유역 및 저수지,Not in source,Not in source,기구축 모델,"HSPF, AEM3D","수위, 유량, 수온, 영양염류 농도 등",Model files,영천댐의 경우 기존 기구축된 모델을 활용하여 보정 수행,internal_only,K-water에서 제공하는 모델 활용,1,Low,Optional,댐 유역(영천·대곡·사연댐) 물환경관리 종합대책 수립 연구_2021.02.05_댐 유역 물환경관리 종합대책.pdf.pdf
Water Environment Management Basic Plan,제2차 물환경관리 기본계획,N/A,literature,Policy and Standards,환경부,public_portal,National (South Korea),2016-2025,Not in source,계획 문서,Not in source,"목표수질(Ia, Ib 등), 수질개선 대책 우선순위",PDF/Paper,댐 유역별 목표수질 설정 및 수질개선 정책 방향성 검토,open,2025년까지의 수질목표 설정 근거,1,Low,Optional,댐 유역(영천·대곡·사연댐) 물환경관리 종합대책 수립 연구_2021.02.05_댐 유역 물환경관리 종합대책.pdf.pdf
National River Management Geographic Information System,하천관리지리정보시스템,RIMGIS,DB_system,geospatial,"Ministry of Land, Infrastructure and Transport",internal_DB,National (South Korea),Not in source,Not in source,Nationwide river basic plans and cross-sections,Not in source,"River cross-sections, riverbed data, management boundaries",GIS shapefile,Referenced for river cross-sectional data and basic management information.,internal_only,Used for hydraulic analysis modeling inputs.,1,Low,Optional,아르헨티나 필코마요강 유역의 수자원관리 투자 계획 수립_2024.02.13_아르헨티나 필코마요강 유역의 수자원관리 투자 계획 수립.pdf.pdf
Hydrothermal Energy Supply Statistics,수열에너지 보급 통계,N/A,administrative,other,한국에너지공단 (추정),public_portal,전국,최근 5개년,annual,에너지 생산량 (toe),Not in source,신재생에너지 원별 생산량 및 보급 용량,Not in source,국내 수열에너지 보급 현황 및 정책 목표 설정 기초 자료,open,수열에너지 제도 개선 방안 도출을 위한 통계 자료,1,Low,Optional,수열에너지 보급 활성화를 위한 제도개선 방안_2024.02.13_수열에너지 보급 활성화를 위한 제도개선 방안.pdf.pdf
Ulsan Metropolitan City Statistical Yearbook,울산통계연보,N/A,administrative,other,울산광역시,public_portal,울산광역시,2013–2023,yearly,60th edition,Not in source,"인구, 행정구역 면적, 사업체 수, 종사자 수, 기상 현황",Not in source,"시범사업 대상 지역의 인구 통계, 산업 구조 및 기상 특성 분석에 기초 자료로 활용",open,제60회 울산통계연보(2023) 자료 인용,1,Low,Optional,대심도 수로터널을 통한 新 용수공급체계 도입방안 연구용역_2025.02.10_대심도 수로터널을 통한 新 용수공급체계 도입방안 연구용역.pdf.pdf
Disaster Yearbook,재해연보,N/A,administrative,other,행정안전부,public_portal,national (Ulsan specific),2002–2022,yearly,20 years of records,Not in source,"인명 피해, 이재민 수, 건물 및 농경지 피해액, 복구비",Not in source,과거 태풍 및 집중호우로 인한 수해 피해 규모 분석 및 경제적 편익 산출 근거로 활용,open,2016년 태풍 차바를 포함한 주요 재해 기록 포함,1,Low,Optional,대심도 수로터널을 통한 新 용수공급체계 도입방안 연구용역_2025.02.10_대심도 수로터널을 통한 新 용수공급체계 도입방안 연구용역.pdf.pdf
